n_cut,k_cut,sigma,energy,madelung,time,memory
7,15,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,19.4010808467865,0.26953125
7,16,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,23.267337322235107,0.66015625
7,17,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,27.687213897705078,1.03515625
7,18,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,32.57502341270447,2.2734375
7,19,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,37.56477403640747,2.58984375
7,20,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,43.5404531955719,3.9609375
7,21,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,49.8138747215271,5.53515625
7,22,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,57.31093072891235,6.40625
7,23,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,65.44947123527527,7.91796875
7,24,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,71.62527632713318,9.59765625
8,5,1.1102040816326533e-10,-5.718818507156602e-18,-1.7475645946331844,2.9142305850982666,0.0
8,6,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.491100788116455,0.0
8,7,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.122498512268066,0.0
8,8,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.863699674606323,0.0
8,9,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,5.845844745635986,0.0
8,10,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,7.324214935302734,0.0
8,11,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,8.710827827453613,0.12890625
8,12,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,10.800523042678833,0.26171875
8,13,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,12.732599020004272,0.31640625
8,14,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,15.432528495788574,0.40234375
8,15,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,18.258135557174683,0.26953125
8,16,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,21.592872142791748,0.69140625
8,17,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,25.811497688293457,1.26171875
8,18,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,29.872639417648315,2.26953125
8,19,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,32.40390467643738,2.8203125
8,20,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,36.895657539367676,3.765625
8,21,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,39.34174132347107,5.62890625
8,22,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,45.546937227249146,6.390625
8,23,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,54.044586420059204,7.75390625
8,24,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,59.73604989051819,9.53125
9,5,1.1102040816326533e-10,-5.718818507156602e-18,-1.7475645946331844,3.2837371826171875,0.0
9,6,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,3.7515511512756348,0.0
9,7,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.214954376220703,0.0
9,8,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,4.889098882675171,0.0
9,9,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,5.9359962940216064,0.0
9,10,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,6.903761386871338,0.0
9,11,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,8.228002786636353,0.265625
9,12,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,9.84239411354065,0.25390625
9,13,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,11.799182653427124,0.3203125
9,14,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,13.955815315246582,0.40234375
9,15,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,17.547777891159058,0.25390625
9,16,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,19.655197858810425,1.1015625
9,17,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,22.492635488510132,1.51171875
9,18,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,26.399340391159058,2.51171875
9,19,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,30.79550051689148,3.05859375
9,20,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,35.276883602142334,3.96484375
9,21,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,39.912301778793335,5.86328125
9,22,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,45.44253659248352,6.48828125
9,23,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,51.26931047439575,7.94921875
9,24,1.1102040816326533e-10,-5.7188185071566025e-18,-1.7475645946331848,58.118250608444214,9.41796875
5,5,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,1.226301670074463,0.0
5,6,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,1.6905367374420166,0.0
5,7,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.311582088470459,0.0
5,8,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.9582831859588623,0.0
5,9,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.9656944274902344,0.0
5,10,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,5.15524697303772,0.0
5,11,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,6.459894418716431,0.0
5,12,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,8.26727819442749,0.125
5,13,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,9.567411661148071,0.3203125
5,14,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,12.14244031906128,0.3984375
5,15,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,14.476349830627441,0.265625
5,16,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,18.80904746055603,0.56640625
5,17,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,20.259498834609985,0.90234375
5,18,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,24.037714958190918,2.01171875
5,19,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,27.979442834854126,2.5703125
5,20,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,33.08790826797485,3.47265625
5,21,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,38.144973278045654,5.23046875
5,22,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,45.39404773712158,6.08984375
5,23,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,50.02208709716797,7.4375
5,24,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,58.210185527801514,8.98828125
6,5,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,1.6101553440093994,7.5078125
6,6,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.010528564453125,0.0
6,7,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.654336929321289,0.0
6,8,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.71986722946167,0.0
6,9,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,4.244356870651245,0.0
6,10,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,5.3442816734313965,0.0
6,11,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,6.734767198562622,0.0
6,12,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,8.411925554275513,0.0
6,13,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,10.235432147979736,0.13671875
6,14,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,12.514429330825806,0.3984375
6,15,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,14.893995761871338,0.265625
6,16,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,17.706860542297363,0.56640625
6,17,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,21.311372995376587,1.0
6,18,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,25.202665328979492,2.26171875
6,19,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,29.39391040802002,2.82421875
6,20,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,34.22853207588196,3.71484375
6,21,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,38.31599426269531,5.23828125
6,22,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,43.43073558807373,6.10546875
6,23,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,50.73540735244751,7.30859375
6,24,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,57.73193860054016,9.08984375
7,5,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.0012717247009277,0.0
7,6,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.385268449783325,0.0
7,7,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.9264700412750244,0.0
7,8,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.6494228839874268,0.0
7,9,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,4.589385747909546,0.0
7,10,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,6.009476661682129,0.0
7,11,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,8.498037815093994,0.0
7,12,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,8.775963306427002,0.27734375
7,13,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,10.8832368850708,0.31640625
7,14,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,13.11811375617981,0.39453125
7,15,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,16.479151487350464,0.26953125
7,16,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,21.011104345321655,0.8046875
7,17,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,23.403996467590332,1.27734375
7,18,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,26.792009115219116,2.26171875
7,19,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,30.819172143936157,2.8203125
7,20,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,38.23491096496582,3.71484375
7,21,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,42.89271807670593,5.6171875
7,22,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,46.95914435386658,6.3125
7,23,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,51.47558283805847,7.62109375
7,24,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,57.77095365524292,9.16015625
8,5,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,2.5071473121643066,0.0
8,6,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.027242660522461,0.0
8,7,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.498584747314453,0.0
8,8,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,4.258965730667114,0.0
8,9,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,5.1610634326934814,0.0
8,10,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,6.214890241622925,0.0
8,11,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,7.718934059143066,0.12109375
8,12,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,9.293796062469482,0.26171875
8,13,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,11.241411924362183,0.3203125
8,14,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,13.597198247909546,0.3984375
8,15,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,15.580138206481934,0.26171875
8,16,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,18.46511960029602,0.859375
8,17,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,22.372079133987427,1.26171875
8,18,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,25.932105779647827,2.51171875
8,19,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,30.330482244491577,3.0703125
8,20,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,34.3173930644989,3.97265625
8,21,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,41.15774655342102,5.73046875
8,22,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,46.36652064323425,6.4296875
8,23,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,55.00917077064514,7.875
8,24,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,64.64552593231201,9.60546875
9,5,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,3.456772565841675,0.0
9,6,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,4.312179088592529,0.0
9,7,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,4.79536247253418,0.0
9,8,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,5.874155282974243,0.0
9,9,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,6.935599088668823,0.0
9,10,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,7.99139404296875,0.0
9,11,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,9.466536283493042,0.2734375
9,12,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,11.353839874267578,0.2578125
9,13,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,13.97630000114441,0.3203125
9,14,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,15.705830574035645,0.40625
9,15,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,18.537012815475464,0.2578125
9,16,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,22.3796443939209,1.04296875
9,17,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,24.51079750061035,1.53125
9,18,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,30.69642400741577,2.75390625
9,19,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,33.60622024536133,3.09765625
9,20,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,36.5383198261261,4.19140625
9,21,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,44.19446849822998,5.86328125
9,22,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,49.969507455825806,6.78515625
9,23,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,55.97058892250061,8.27734375
9,24,1.3122448979591837e-10,-5.718818507156605e-18,-1.7475645946331855,63.77236533164978,9.6484375
5,5,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,1.3748786449432373,0.0
5,6,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,1.8327953815460205,0.0
5,7,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,2.359199285507202,0.0
5,8,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,3.2358076572418213,0.0
5,9,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,4.164978265762329,0.0
5,10,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,5.738399982452393,0.0
5,11,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,7.229563236236572,0.0
5,12,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,8.72342824935913,0.12890625
5,13,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,10.411852598190308,0.32421875
5,14,1.5142857142857145e-10,-5.718818507156598e-18,-1.7475645946331833,12.753725290298462,0.39453125
